gene,fc_PG_vs_NN,p_PG_vs_NN,fc_SS_vs_NN,p_SS_vs_NN
PEPD,-0.4436,0.118472,-0.2452,0.371757
TNNI3,-0.458,0.148633,-0.0189,0.951297
ERCC2,-1.6411,7.3e-05,-1.374,0.000354
NOTCH3,-0.5001,3.2e-05,-0.7474,0.0
SLC5A5,0.5912,2e-06,0.5739,8e-05
STK11,-0.6279,0.002027,-0.7154,0.000741
AMH,0.1402,0.68017,0.1069,0.756177
APOC2,0.7575,0.000413,0.7477,0.001615
FUT2,1.3642,0.001037,1.0024,0.011251
LDLR,1.48,0.026471,1.6501,0.016067
MAN2B1,0.3476,0.014868,0.274,0.063123
RYR1,-0.7887,0.09443,-0.6841,0.141745
CRX,-0.1306,0.824112,0.0141,0.981117
RFX2,-1.2991,6.7e-05,-0.7327,0.007987
IL11,1.2664,0.001717,0.4478,0.202284
TGFB1,1.1146,4e-06,1.1289,3e-06
ATP4A,0.0199,0.159861,0.0933,0.127149
BCKDHA,-0.4806,0.04308,-0.4606,0.055512
BLVRB,-0.5728,0.000786,-0.1016,0.492432
CGB3,0.0,nan,0.0,nan
CYP2A6,0.0324,0.105821,0.012,0.322778
CYP2A7,0.0,nan,0.0,nan
CYP2A13,0.0,nan,0.0,nan
CYP2B6,0.0136,0.321537,0.0127,0.322778
CYP2F1,0.0,nan,0.0,nan
GRIN2D,0.3518,0.410449,0.1248,0.765641
LHB,-0.0888,0.698444,-0.2076,0.366149
CYP4F3,-0.2361,0.522796,-0.3529,0.35555
PDE4C,-0.1176,0.776022,-0.5516,0.187466
PRRG2,-0.9964,0.001906,-0.5769,0.045373
PTGER1,-0.1322,0.552244,-0.0129,0.955161
PTGIR,0.6794,0.005116,0.8554,0.001056
RPL18,-0.7121,1e-06,-0.7088,1e-06
RPL18A,-1.7856,1e-06,-1.7211,6e-06
RPL28,-0.2205,0.124916,-0.311,0.037935
PRKCSH,-0.4726,0.017253,-0.5677,0.005989
ZNF676,-0.3455,0.087976,-0.312,0.122351
NCCRP1,-0.4594,0.01859,-0.4938,0.001765
ZNF429,-0.8257,0.000803,-0.7399,0.005128
HDGFL2,0.3351,0.401694,0.1627,0.690338
TM6SF2,1.1391,0.042316,0.6003,0.246229
TIMM50,-0.5968,0.029943,-0.4202,0.105119
ZNF470,-0.4468,0.045968,-0.5263,0.02665
OR7G3,0.0,nan,0.0258,0.322778
ATP5F1D,-0.4346,0.029922,-0.4263,0.032571
KLK2,0.0,nan,0.0,nan
ZNF787,-0.129,0.437029,-0.1067,0.531651
IGFL2,-3.1579,0.000155,-1.8854,0.006624
IGFL4,-1.5464,0.005059,-1.1373,0.026154
CAPNS1,0.4607,0.002222,0.6565,0.000127
ZNF813,-0.4497,0.171093,-0.2955,0.357839
ACP7,1.8293,2.5e-05,1.229,0.002211
OR1M1,0.0,nan,0.0,nan
OR10H4,0.0,nan,0.0,nan
OR10H5,0.0,nan,0.0,nan
OR2Z1,0.0,nan,0.0,nan
OR1I1,0.0,nan,0.0,nan
OR7A10,0.0,nan,0.0146,0.322778
OR7D4,0.0,nan,0.0,nan
OR7G1,0.0,nan,0.0,nan
OR7G2,0.0,nan,0.0,nan
OR4F17,0.0,nan,0.0,nan
HNRNPL,-0.3192,0.350897,-0.1423,0.656397
DNM2,-0.0866,0.540851,-0.0445,0.749054
TTYH1,-1.6677,0.001749,-1.1925,0.01301
PLAUR,3.8246,1.4e-05,3.5872,2.1e-05
MARCHF2,-0.4282,0.010679,-0.3203,0.050841
FPR2,3.9297,0.0,3.7134,0.0
ZNF835,-0.269,0.202368,-0.2523,0.235161
ZNF780B,0.9269,5.5e-05,0.8513,0.000129
ZNF473,-0.3292,0.332125,-0.2598,0.449767
ZNF599,-0.0238,0.877729,0.015,0.927235
GEMIN7,-0.2125,0.516544,0.0296,0.929287
HCST,1.1231,0.00622,1.389,0.001536
NWD1,-0.2625,0.497576,-0.3939,0.30202
IRGQ,0.1647,0.288683,0.0254,0.874405
ZNF761,-0.0464,0.907321,-0.1066,0.795073
ADGRL1,-1.014,0.001076,-0.7783,0.006524
ZNF121,-0.394,0.303563,-0.2857,0.449333
ZNF468,0.1212,0.818052,0.465,0.384923
RPS5,-1.3908,1e-06,-1.4584,0.0
MEIS3,0.3897,0.485389,0.1797,0.746009
SSBP4,-0.1486,0.434806,0.0315,0.854488
ZNF766,-0.4009,0.061712,-0.3784,0.079377
ZIK1,-0.4304,0.447499,-0.6304,0.274283
ZNF780A,0.2478,0.681625,0.2605,0.669526
HAUS8,0.8154,0.079245,1.1889,0.016231
ZNF302,-0.317,0.258599,-0.2197,0.417221
U2AF2,0.35,0.0044,0.4903,0.000287
MYPOP,-0.5312,0.015841,-0.4598,0.031389
DPRX,0.0208,0.840429,0.0954,0.398332
DUXA,0.0552,0.234283,0.0098,0.322778
ZNF763,-1.0063,0.006732,-0.9491,0.010906
ZNF260,-0.4215,0.014624,-0.5854,0.017605
KLK6,3.7156,0.00063,2.2815,0.01722
RPS9,-1.0011,1.1e-05,-1.0364,5e-06
BCAM,-2.6675,0.0,-2.2361,0.0
ZNF793,-1.2427,0.002317,-1.1191,0.004644
PLIN5,0.0543,0.935816,-0.3466,0.609965
STAP2,-0.7419,0.033203,-0.3501,0.270253
ETFB,-1.1157,0.0,-0.8953,1e-06
PAK4,0.2509,0.579106,0.2991,0.509575
RPS11,-1.0289,1e-06,-1.0458,1e-06
AURKC,0.4939,0.018453,0.5684,0.008244
SUGP2,0.5942,0.000736,0.6117,0.000577
VMAC,-0.8334,0.001794,-0.703,0.007433
OPA3,0.3887,0.071145,0.4159,0.054887
RPS15,-1.5487,0.0,-1.2902,0.0
RPS16,-0.6895,0.0,-0.6364,0.0
MYADM,-0.6083,0.035641,-0.3236,0.230302
RPS19,-1.2309,0.0,-1.0099,0.0
ZNF749,0.3444,0.14026,0.2716,0.246741
ZNF805,-0.3745,0.00307,-0.3279,0.00863
ZNF772,-0.3288,0.501099,-0.2881,0.557239
ASPDH,0.0,nan,0.0,nan
APLP1,-0.8371,0.079221,-0.7405,0.116589
CEACAM1,2.7961,0.0,2.0119,1e-06
ADGRE5,1.4697,0.062489,1.9522,0.018178
SCGB2B2,-0.9689,0.020236,-1.0421,0.014191
ARRDC2,0.8334,0.002721,0.7969,0.003341
VRK3,0.0837,0.689876,0.2463,0.259111
NANOS2,-0.0077,0.889325,0.0204,0.766392
ZNF181,-0.7489,0.001018,-0.7836,0.000751
KLK3,0.0,nan,0.0,nan
RPS28,-0.8241,0.00224,-0.9178,0.001171
ZNF816,-0.036,0.849013,-0.1195,0.530193
PLD3,-0.3725,0.03598,-0.4168,0.041398
ZNF613,0.3548,0.397421,0.4914,0.249405
C19orf12,0.4245,0.043771,0.6184,0.00363
MRI1,-0.4027,0.158102,-0.3025,0.274478
FDX2,0.5512,0.211665,0.7991,0.079871
IZUMO4,-0.1275,0.706684,-0.2578,0.473053
LYPD5,0.5624,0.034542,0.5611,0.011879
PSG6,0.0511,0.019198,0.1392,0.03531
ZNF226,-0.3522,0.491812,-0.1998,0.698713
TMEM259,0.138,0.427048,0.2522,0.161746
BABAM1,0.2142,0.340728,0.1985,0.44963
ZNF404,-0.0402,0.905004,0.0003,0.999217
UBA52,-0.8085,0.000231,-0.7025,0.001044
RGL3,-0.2126,0.63021,-0.1476,0.742243
DMKN,-1.492,0.0,-1.1218,0.0
SCN1B,1.2206,0.033302,0.8431,0.129077
ZNF829,-0.2488,0.342491,-0.3259,0.217371
ZNF284,-0.3586,0.314486,-0.4863,0.190057
ICAM4,0.5288,0.0,0.2475,0.008673
CEACAM16,0.0314,0.050663,0.0847,0.089994
ANGPTL4,2.5935,0.000195,2.5482,0.000209
YIF1B,-1.2693,0.0,-1.1452,0.0
GPX4,-1.0288,1.6e-05,-0.9333,4e-05
SYNE4,-0.5382,0.146745,-0.2478,0.499639
STRN4,0.2647,0.075288,0.2354,0.113602
FKRP,0.5801,0.030394,0.3977,0.129489
ZNF808,0.9347,0.0,1.0258,0.0
PROSER3,-0.2181,0.406951,-0.1421,0.58283
CD37,2.0306,3.8e-05,2.063,3e-05
PALM,-2.7674,0.0,-1.947,0.0
ZNF765,-0.1883,0.620821,0.3188,0.404023
DMRTC2,0.2863,3.4e-05,0.2134,0.001936
U2AF1L4,0.5631,0.301263,0.509,0.356326
PPAN-P2RY11,-0.9925,0.000288,-0.7347,0.002585
BCL2L12,1.7806,0.024477,1.908,0.018236
TRAPPC5,-0.5486,0.001258,-0.426,0.007631
ZNF565,0.2444,0.522231,0.0174,0.963614
LGALS7B,-0.0457,0.668692,-0.1123,0.283539
SPRED3,1.276,0.002297,0.4788,0.214501
LTBP4,-2.1121,0.0,-1.8903,2e-06
TMEM91,-1.3812,0.022996,-1.2876,0.036972
MAP4K1,0.4543,0.056617,0.0066,0.979235
SDHAF1,-0.3297,0.102455,-0.3825,0.056354
NECTIN2,0.8118,0.000109,0.8242,8.3e-05
ZNF557,-0.6579,0.024622,-0.6027,0.035584
UHRF1,1.6239,0.000204,1.2086,0.00226
UBL5,0.1025,0.499544,0.1988,0.208604
TBXA2R,-0.1644,0.652548,-0.4791,0.208869
ZNF626,-0.8069,0.005418,-0.8487,0.003877
ZNF493,-0.047,0.764731,-0.0056,0.968905
MYH14,-3.8982,0.0,-2.7475,0.0
SPPL2B,-0.8423,0.002269,-0.7702,0.00418
ZNF682,-0.5616,0.022209,-0.3118,0.179882
ZNF586,0.8191,0.097399,0.8014,0.107496
TSEN34,-0.1625,0.337875,-0.1797,0.314638
KLK5,-1.3993,0.0,-1.4678,0.0
KLK10,0.8039,0.004596,0.3285,0.221831
ZNF846,-0.1288,0.824148,-0.5285,0.378151
PRKD2,-0.4525,0.0089,-0.545,0.00299
ZNF331,0.2435,0.73199,0.1053,0.883877
OR7E24,0.0,nan,0.0,nan
PPM1N,-0.1521,0.528815,-0.1735,0.492482
ZNF878,0.3937,0.0,0.2744,0.000533
ZNF99,-0.1732,0.665104,-0.1835,0.650647
ZNF433,-0.394,0.252823,-0.5743,0.106507
UNC13A,-0.0064,0.99065,-0.3583,0.517342
CAMSAP3,-2.2469,0.0,-1.7936,0.0
LMTK3,-0.3711,0.248385,-0.2269,0.444654
WTIP,-1.7387,0.0,-1.6745,0.0
GPR108,0.3785,0.043829,0.1232,0.478369
ZSCAN5B,0.0438,0.49749,0.0423,0.424672
LRRC4B,-1.1428,0.052142,-1.3912,0.02316
SYCN,0.0,nan,0.0,nan
FBXO46,0.7813,0.103725,0.6439,0.167128
ONECUT3,-0.2865,0.58147,-0.0937,0.859934
ZNF823,-0.8136,0.074026,-0.8523,0.06418
CCDC159,0.158,0.53333,0.1028,0.697129
ARRDC5,1.1894,2e-05,1.0746,0.00011
CACTIN,0.2357,0.507961,0.5974,0.102912
KIR2DL4,0.2359,0.002082,0.2879,0.005946
ZNF799,-0.1234,0.819715,0.0238,0.965982
LILRB2,3.2959,0.000274,3.6546,0.000126
RTBDN,0.0,nan,0.0,nan
LILRB5,-0.4897,0.181558,0.0509,0.884508
LILRB3,5.6377,0.0,5.7638,0.0
DMPK,-0.464,0.170179,-1.0556,0.005247
LILRB1,4.5173,0.0,4.3707,0.0
CYP4F2,-0.4943,0.360016,-0.6676,0.223547
CD33,0.8487,0.001315,1.0544,0.000205
ZNF112,-0.499,0.155565,-0.5804,0.104988
KIR3DS1,0.0,nan,0.0,nan
GP6,-0.4902,0.212619,-0.5515,0.164167
WDR62,0.2119,0.540613,0.3457,0.339203
ZNF154,0.0352,0.929426,0.0433,0.910204
TMEM150B,0.0,nan,0.0,nan
CRTC1,-0.3204,0.061206,-0.188,0.244311
ZNF419,-0.9059,0.199278,-0.687,0.326814
CEACAM21,0.558,1.3e-05,0.3032,0.002156
NIBAN3,1.6482,2.1e-05,0.8597,0.010809
SIGLEC14,2.3585,1e-06,3.1086,0.0
NANOS3,-0.0653,0.6066,-0.1198,0.343436
ZNF98,0.0926,0.020229,0.0992,0.003031
AKT1S1,-0.4122,0.02257,-0.3542,0.048095
ZNF506,0.3668,0.252822,0.3532,0.269296
ZNF30,-0.0048,0.988655,0.0992,0.771285
ZNF146,0.2376,0.342378,0.1537,0.518769
ZNF578,-1.2559,0.013701,-1.1275,0.025669
WDR83,-0.5469,0.164777,-0.4148,0.299276
SBNO2,2.134,0.0,2.1575,0.0
HOOK2,-0.5702,0.000185,-0.2669,0.067375
REX1BD,-0.4556,0.069452,-0.4233,0.086863
ADM5,-1.1968,0.0002,-1.1291,0.000335
IGLON5,0.6833,0.000697,0.4719,0.011906
LINGO3,0.2998,0.081766,0.3572,0.066813
CEACAM20,0.0,nan,0.0,nan
ZNF160,0.522,0.392024,0.2431,0.696129
ZNF554,-0.7638,0.003232,-0.5828,0.019047
ZNF836,-1.1115,0.001462,-1.249,0.000574
PNMA8A,-0.9996,0.044057,-0.682,0.152883
ZGLP1,0.2767,0.4175,0.3145,0.37194
ZNF83,-0.7574,0.057044,-0.77,0.068062
NUDT19,0.0321,0.855779,0.048,0.802508
SYCE2,-0.3085,0.163378,-0.3151,0.163304
TDRD12,-1.0819,0.036858,-1.2333,0.020913
SUPT5H,-0.3603,0.120652,-0.4911,0.069338
ACP5,1.8643,0.016244,2.031,0.010603
PDE4A,0.5124,0.365138,0.4715,0.404894
PSG11,0.0043,0.321537,0.0,nan
LSM14A,-0.5649,0.005673,-0.5031,0.010944
FOSB,0.4948,0.40368,0.1301,0.827698
TNNT1,-2.8587,0.0,-1.6489,7e-06
SLC7A9,0.0,nan,0.0486,0.168916
BBC3,0.365,0.544586,0.2552,0.682579
NLRP7,0.3436,0.000804,0.1053,0.046981
STXBP2,1.7752,0.002896,1.7306,0.003401
CEACAM19,-0.1766,0.564897,0.0038,0.99023
CHST8,-0.1356,0.448932,-0.162,0.365615
BSPH1,0.0,nan,0.0,nan
SMARCA4,0.1172,0.41508,0.1238,0.425501
GTPBP3,-0.4242,0.004975,-0.2555,0.055844
TOMM40,0.3203,0.262292,0.3186,0.286786
CYP4F11,0.3377,0.305811,0.3479,0.300061
KCTD15,-0.5419,0.001386,-0.3498,0.021602
ZNF222,0.6657,0.135778,0.2598,0.552353
TLE5,-1.3351,0.0,-1.1387,1e-06
TEX101,1.3749,3.2e-05,1.7849,1e-06
PSG5,-0.0258,0.742775,-0.0136,0.884265
ZNF562,0.4163,0.219121,0.3991,0.241525
MYO9B,1.2661,0.0,1.113,0.0
EPN1,-0.1572,0.315329,-0.0726,0.630457
HSPBP1,-0.3068,0.074286,-0.2029,0.25084
ABHD17A,-0.4882,0.049719,-0.267,0.246972
PSG8,0.0,nan,0.0,nan
ERICH4,0.0,nan,0.0408,0.103426
AP1M1,0.1655,0.243631,0.4298,0.007184
DNMT1,1.2355,6e-06,1.2733,5e-06
CBLC,-0.3162,0.329928,-0.4234,0.183335
MAMSTR,0.0789,0.813192,-0.1254,0.705589
LILRA2,2.7089,0.0,3.3987,0.0
ARHGEF18,0.104,0.218956,-0.006,0.965008
PRR22,-0.5332,0.145087,-0.4485,0.217701
DPF1,-0.1457,0.697628,-0.3719,0.329262
SIGLEC11,0.3909,0.008443,0.6663,0.000249
C19orf71,0.1158,0.009487,0.0881,0.022143
ZNF577,-1.2211,8e-05,-0.7019,0.006745
TARM1,0.1283,0.008805,0.1226,0.012332
PVR,0.44,0.163342,0.5192,0.105873
FXYD3,-0.6642,0.001618,-0.0118,0.93438
FCGRT,-0.665,0.002314,-0.4721,0.019925
KLK11,-1.3206,6e-06,-1.4816,1e-06
TRMT1,0.2631,0.616534,0.5258,0.317553
ZNF415,0.0699,0.173128,0.0,nan
CPT1C,0.3493,0.08567,0.1294,0.503222
TCF3,-0.0466,0.786552,-0.1064,0.532658
ZNF507,-0.4073,0.078427,-0.3976,0.074502
KANK2,-0.9346,0.002441,-0.9398,0.002383
TNPO2,-0.4235,0.049201,-0.2884,0.157649
FZR1,0.5352,0.025043,0.3702,0.098726
GRAMD1A,1.3231,0.0,1.0441,3e-06
ISOC2,-0.0559,0.786784,0.105,0.60301
CCDC124,-0.1444,0.598475,-0.0101,0.970187
C2CD4C,-0.2839,0.321421,0.1075,0.71926
C19orf38,2.0908,6.7e-05,2.3674,1.7e-05
ZNF841,0.9339,0.086624,0.9933,0.071656
ZNF844,-0.9867,0.000352,-0.8262,0.001331
SMIM24,0.1219,0.436335,-0.0296,0.846921
MBD3L5,0.0,nan,0.0,nan
ILF3,0.1344,0.514354,0.1886,0.364713
ECSIT,-1.1112,0.000989,-1.0066,0.00214
PPP1R13L,-1.215,0.000334,-0.644,0.021921
COQ8B,-0.5177,0.123622,-0.4538,0.187236
EPHX3,-0.1855,0.5917,0.2451,0.433231
LEUTX,0.0,nan,0.0,nan
ZNF534,-0.7636,0.09759,-0.834,0.07343
TLE6,0.054,0.780102,0.1277,0.508144
TLE2,-2.271,0.0,-1.7548,6e-06
ZNF234,0.5071,0.000416,0.4497,0.00827
CD209,1.6325,0.040915,1.2768,0.103209
CLEC4M,0.0,nan,0.0,nan
SSC5D,-2.0319,5e-06,-2.222,2e-06
ZNF814,0.1485,0.62893,0.2522,0.416744
RFPL4A,0.0,nan,0.0,nan
PALM3,-0.9534,0.006784,-0.6702,0.041176
SLC44A2,-0.4559,3.2e-05,-0.5083,9e-06
SLC1A5,0.5182,0.052678,0.773,0.005584
TPM4,1.013,0.000579,0.9158,0.001377
DOHH,-0.1989,0.165021,0.1025,0.44826
SHISA7,-0.0228,0.542793,0.0202,0.665666
TMC4,-0.5135,0.157498,-0.0533,0.880616
IQCN,-2.9456,7e-06,-2.8965,6e-06
ZNF566,-0.7541,0.000647,-1.1607,2.2e-05
ZNF576,-0.1494,0.321132,0.0169,0.919218
ALDH16A1,-0.4318,0.008813,-0.2398,0.106805
FAM71E2,0.0277,0.182322,0.0,nan
TMEM205,-1.4658,1e-06,-1.1724,1.9e-05
ZNF880,0.0841,0.846544,-0.0343,0.938695
NCR1,0.0,nan,0.0,nan
ZSCAN18,-1.9171,0.0,-1.973,0.0
GALP,0.0,nan,0.0,nan
ZFR2,-0.0007,0.997001,-0.1119,0.537905
SRRM5,0.0372,0.735599,0.0058,0.956394
ZNF529,0.0705,0.591896,0.0727,0.619087
SAE1,-0.2644,0.512752,0.1584,0.689524
HOMER3,0.4135,0.076523,0.3099,0.211099
BORCS8,0.3162,0.037398,0.4911,0.003577
MEF2B,-0.4754,0.12946,-0.7103,0.027572
SARS2,-0.8794,0.019871,-0.824,0.029326
PAFAH1B3,0.0816,0.717533,0.2042,0.339993
RDH13,-0.2479,0.245808,-0.0263,0.894689
MBOAT7,1.0159,1e-06,0.8684,1.1e-05
ZNF414,-0.5659,0.008921,-0.5025,0.016535
PEG3,-0.893,0.118347,-0.9331,0.104304
RASGRP4,1.957,5.4e-05,2.1907,1.6e-05
PODNL1,1.5132,0.017028,0.7256,0.209814
ZIM2,0.0,nan,0.0,nan
VSTM2B,0.0306,0.321537,0.0199,0.322778
ZNF737,-0.6295,0.028078,-0.4792,0.079602
PLA2G4C,-0.7989,0.00012,-0.8428,0.000116
MPND,-0.829,0.010222,-0.9331,0.005109
ZNF583,0.1661,0.735549,-0.0389,0.936127
EVI5L,-0.4091,0.012882,-0.0514,0.745991
SYT3,0.0,nan,0.0,nan
PLEKHA4,-1.5757,7.7e-05,-0.6167,0.047307
FCHO1,0.1506,0.781057,0.0109,0.984136
ZNF610,-0.3243,0.248657,-0.2764,0.328122
PTPRH,0.2339,0.230858,0.2652,0.174625
ZNF611,0.4386,0.394863,0.3229,0.532864
GYS1,0.7227,0.005352,0.6831,0.007791
DUS3L,-0.1096,0.78943,0.0495,0.905303
LIM2,0.0,nan,0.0,nan
QPCTL,-0.5534,0.095319,-0.7394,0.032319
ZNF580,0.0003,0.997594,0.0615,0.448782
VSIG10L,-0.2524,0.292587,-0.4879,0.036336
PLIN3,0.2764,0.064641,0.4674,0.005474
ZNF44,-0.6821,0.004321,-0.4841,0.037504
MBD3L4,0.0,nan,0.0,nan
MBD3L3,0.0,nan,0.0,nan
ZNF135,-0.6699,0.178846,-0.5227,0.304714
FXYD5,0.6779,0.003445,0.6717,0.003652
BCAT2,-0.3747,0.354601,-0.2143,0.590842
CD320,-1.2396,0.000855,-0.9943,0.004784
SBSN,-0.3645,0.042521,-0.2136,0.133228
ERCC1,-0.7431,2.4e-05,-0.6063,0.000118
SPINT2,-0.4677,0.01402,-0.2432,0.11373
PNPLA6,1.1548,1.2e-05,1.0453,3.1e-05
S1PR5,-0.6341,0.189555,-0.4798,0.312802
DMAC2,-0.498,0.20236,-0.1285,0.73774
TNFAIP8L1,0.3679,0.125675,0.0919,0.692296
TBC1D17,-1.1634,0.000129,-1.1226,0.000147
TMIGD2,0.3233,0.00013,0.2216,0.008209
PLPPR2,-0.1882,0.255123,-0.2868,0.099221
ISYNA1,-0.3127,0.219437,-0.2754,0.262882
UBXN6,-0.7114,1e-05,-0.6344,3.2e-05
PET100,-0.3848,0.490892,-0.2939,0.606922
SIGLEC10,3.2561,0.0,3.1466,0.0
FUZ,-0.0984,0.64229,0.0626,0.755486
KXD1,-0.1532,0.047661,-0.1483,0.051366
ZNF540,-0.7742,0.029992,-0.7518,0.035469
ARHGAP33,-0.8926,0.001164,-0.7336,0.006067
ZNF559-ZNF177,-0.5442,0.079744,-0.5962,0.058571
ZNF177,-0.5442,0.079744,-0.5962,0.058571
ZNF701,0.3597,0.13727,0.5527,0.030376
ZNF430,-0.654,0.002463,-0.841,0.000477
CELF5,-0.2706,0.670766,-0.3093,0.628817
ZNF347,-0.6498,0.021329,-0.5971,0.035436
ZNF607,-0.9668,0.001887,-1.0796,0.000795
ZNF573,-0.1452,0.753495,0.0191,0.968022
ZNF548,-0.784,0.000166,-0.9175,3e-05
DPY19L3,0.3673,0.143496,0.2302,0.345178
ZNF555,-0.0997,0.684095,-0.281,0.281604
TYROBP,2.0668,1.2e-05,2.3846,3e-06
NLRP2,0.5344,0.273092,-0.0594,0.903384
MEX3D,-0.6674,0.00494,-0.4653,0.032851
SIGLEC6,-0.0786,0.879121,-0.0914,0.861421
ATP8B3,0.0394,0.321537,0.0528,0.159966
PSG1,0.0043,0.321537,0.0084,0.322778
CARD8,1.6388,0.001844,1.5047,0.003193
CD22,2.2141,0.0,1.6942,1.6e-05
YJEFN3,-1.1124,0.032792,-0.9098,0.074486
LGALS16,0.0,nan,0.0,nan
PRR36,-0.2354,0.127193,-0.2252,0.145292
TMEM238,-1.3041,0.0,-1.1673,3e-06
ZNF317,-0.398,0.025656,-0.2588,0.128542
TMEM221,-0.768,0.032746,-0.6547,0.064579
ERVV-2,-0.3277,0.418142,-0.1135,0.77993
EML2,0.334,0.140588,0.1734,0.603716
SIRT6,0.2593,0.586146,0.4537,0.366849
SIRT2,-0.8748,8e-06,-0.9889,7e-06
FPR1,5.416,0.0,5.5353,0.0
NUP62,0.3857,0.000644,0.4623,9.1e-05
RETN,1.3055,0.002931,1.6267,0.000607
NDUFA11,-0.3231,0.017747,-0.2693,0.050397
ZNF850,-0.5615,0.133674,-0.6554,0.08412
PINLYP,-1.3747,0.0,-1.0671,1.6e-05
C19orf84,0.1923,0.002734,0.066,0.160634
SMIM17,-0.0613,0.492772,-0.0512,0.584092
ATF5,1.0999,0.000108,0.9989,0.000263
HCN2,-0.2471,0.562982,-0.3332,0.437662
C19orf81,-0.9037,0.053672,-0.966,0.042005
RNF225,0.0079,0.321537,0.0,nan
TRPM4,-1.0099,0.0,-0.6691,5.1e-05
GFY,0.0,nan,0.0,nan
TGFBR3L,-0.7324,0.005966,-0.7508,0.005196
ZNF865,-0.9718,1.5e-05,-0.8164,0.000104
PIP5K1C,-0.1964,0.202461,-0.1926,0.216711
RINL,-0.1858,0.510994,-0.3683,0.222327
IRF3,-0.1868,0.522242,-0.1555,0.573125
DKKL1,-0.114,0.343436,-0.0992,0.410075
SIGLEC9,2.3562,0.0,2.934,0.0
ARMC6,0.1051,0.613314,0.2587,0.259137
MAG,-0.7231,0.069403,-0.6869,0.082662
ZNF549,-0.287,0.356612,-0.1719,0.586687
ZNF615,-0.2794,0.625167,0.0625,0.913864
CLIP3,-0.9111,0.029408,-1.1755,0.008681
SBK3,0.0,nan,0.0,nan
MARK4,-0.883,0.00087,-0.6611,0.006834
SH3GL1,-0.2107,0.26963,-0.125,0.510019
SAFB,1.4135,0.06481,0.988,0.183156
CCL25,0.0424,0.170838,0.056,0.164257
ZNF559,-1.2853,5.4e-05,-1.2289,9e-05
ZNF816-ZNF321P,-0.7287,0.088428,-0.7373,0.087593
MIA,-0.7984,0.04367,-0.6221,0.115714
ZNF20,-0.323,0.3257,-0.2882,0.3917
CLEC17A,0.0423,0.933318,-0.1325,0.794675
SPHK2,1.131,0.056362,1.2179,0.042164
PPP5C,-0.27,0.044786,-0.2928,0.030615
FLT3LG,-0.3588,0.283343,-0.2112,0.522198
ZNF587,0.1039,0.815209,-0.0743,0.866969
ZNF587B,0.0286,0.847178,-0.0618,0.717981
ZNF568,-0.8245,0.090328,-0.9713,0.053626
THEG5,0.0,nan,0.0,nan
IGSF23,-0.0344,0.343436,-0.0026,0.947696
PPP5D1,-0.1059,0.620713,-0.1178,0.582809
PSG7,-0.0472,0.860401,-0.2677,0.327239
DHPS,-0.4193,0.432921,-0.2681,0.61614
ZNF233,0.0175,0.939971,0.0718,0.763305
ZNF497,0.5964,0.069706,0.4891,0.135723
FCER2,-0.0826,0.780678,0.2035,0.535973
POU2F2,1.9592,2.7e-05,1.5154,0.000251
PRMT1,-0.0401,0.852185,0.1029,0.639333
KLK7,-0.1795,0.508373,-0.3734,0.115447
CA11,-1.4333,0.0,-1.4089,0.0
CCNE1,1.3707,0.008252,1.093,0.029413
ZNF345,-0.8766,0.007628,-1.2022,0.000693
TMEM147,-0.3343,0.06488,-0.0967,0.589973
ZNF729,0.0,nan,0.0,nan
ZNF790,-0.4717,0.031539,-0.2621,0.215169
KIR3DL2,0.0605,0.050766,0.0152,0.322778
AKT2,-0.2421,0.230776,0.017,0.93204
PLK5,-0.2185,0.058551,-0.1812,0.110969
NFKBIB,0.4504,0.016088,0.6385,0.001981
CCER2,-2.6893,2e-06,-2.111,1.8e-05
PPP1R14A,-1.0362,0.005296,-1.2351,0.001555
SPIB,1.9784,0.0,1.322,0.0
ZNF726,0.4388,0.325972,0.4803,0.286798
KRTDAP,-1.4094,0.0,-1.0503,0.0
CLEC4G,1.1142,0.006989,1.3637,0.002282
NFIC,-0.666,1e-06,-0.4452,0.000207
CD70,-1.4139,0.002296,-0.9924,0.021242
LSM4,-0.2279,0.35142,-0.0604,0.802832
CEBPG,0.0008,0.996121,0.155,0.361105
URI1,0.1368,0.536889,0.0664,0.764046
ZNF444,-0.077,0.705291,0.035,0.849576
ZNF85,-0.2219,0.575736,-0.2869,0.475281
ATP1A3,-0.7187,0.213968,-0.7551,0.192959
ADGRE1,2.2001,0.0,2.0882,0.0
C19orf47,-1.0688,0.000292,-1.1266,0.00097
NR1H2,-0.7086,0.012525,-0.2665,0.261013
ZNF43,-1.1546,0.000291,-1.1701,0.000323
TEAD2,1.331,0.097416,1.4853,0.072165
DNAAF3,0.0,nan,0.0458,0.322778
TMEM161A,-0.5583,0.063437,-0.5603,0.087673
PAF1,0.5166,0.013046,0.2404,0.198934
ZNF382,0.325,0.397758,0.2162,0.573508
POLD1,0.8385,0.075109,0.6985,0.13602
IL4I1,4.5558,0.0,4.4979,0.0
VAV1,3.0722,7.4e-05,3.0365,7.8e-05
ARHGAP45,1.0444,0.000196,0.9888,0.000279
GZMM,1.107,0.000196,0.5312,0.036812
EPS15L1,0.1643,0.544777,0.1542,0.597907
ZNF155,-0.5644,0.235524,-0.6979,0.153842
LSR,0.162,0.247519,0.1362,0.320425
AP3D1,0.5625,0.0,0.6,0.0
